x1,x2,y
-0.395068392847368,0.047178063081998,1
-0.0397255286319541,-0.403726092520104,1
-0.0880484086926815,0.0199529990923912,1
-0.43536143623547,-0.40999118699938,1
-0.177184654237751,-0.415962790239636,1
-0.0518321024501397,-0.151152941831861,1
-0.214561229030638,0.026902567414385,1
-0.519218665040166,-0.234879921612341,1
-0.497327919009279,-0.558236677268825,1
-0.30965905296443,-0.253350500851121,1
0.0763545017062053,-0.227667747384519,1
0.255940500935367,-0.040690260928645,1
-0.345401459145171,-0.268024245201329,1
-0.433081338944061,-0.561769902397084,1
-0.297596933525303,-0.618475015081935,1
-0.509721890391802,0.00415639178993055,1
-0.649239866144339,-0.206938567437674,1
-0.389264153113237,-0.244246262511796,1
-0.784880424387647,-0.175623439435691,1
-0.157789397899994,0.0439552495937381,1
-0.160727782843325,-0.0208923435167416,1
-0.282935044450427,-0.29142277274939,1
-0.19829537007032,-0.40958527283052,1
-0.133351076458178,-0.533339877804143,1
-0.794381395684234,-0.141024837385064,1
-0.407778662749748,-0.0659657831997699,1
0.0501043735444149,-0.381637260987554,1
-0.496722762366628,-0.282423439784061,1
-0.164463119679726,-0.122604580904158,1
-0.108012541026838,-0.0610959951670124,1
-0.132677326936149,-0.515141393705336,1
-0.394657555036158,-0.513086186942832,1
-0.361291271774091,-0.214074339203521,1
-0.629934568275336,-0.0930078823972432,1
-0.297052522128834,-0.552367090079632,1
-0.356525071278548,-0.556094588249264,1
-0.381414744729542,-0.629252058809444,1
-0.570944126874593,-0.262308918244417,1
-0.0704827063476022,-0.41779245888466,1
-0.268028133492254,-0.597530048036477,1
-0.00184308927117205,-0.203350023308833,1
-0.253623231204072,-0.267135388896538,1
-0.147198323117188,-0.545858354743694,1
-0.661521703018118,-0.666701543245133,1
-0.21268694232504,-0.0529974502134027,1
-0.219634179499862,-0.286918620427131,1
-0.312402533304199,-0.16975554052217,1
-0.314336267589781,-0.284935364893777,1
-0.654016087797684,-0.277910145649183,1
-0.339159559935536,-0.284868340986189,1
-0.335335620988106,-0.0777400456080979,1
-0.416457440348605,-0.39565771128433,1
-0.464497376613674,-0.212549993259754,1
-0.462212071820832,-0.37937380875637,1
-0.201134780573638,-0.266602990019014,1
0.207940975331916,-0.280268902814207,1
-0.425122194364194,-0.217625790479431,1
-0.149460784902236,-0.0585523904690081,1
0.151413005496552,-0.0537149760937256,1
-0.360541326522586,-0.745045252451117,1
-0.08234745813224,-0.298794138227765,1
-0.136046625739726,-0.270473648748427,1
-0.195859317282708,-0.451748875533466,1
-0.347064484820807,-0.405258392234843,1
-0.0895248242181154,-0.54613597018974,1
-0.153176257423656,-0.605657469665183,1
-0.835173960738004,-0.352509335126551,1
-0.427199697466896,-0.572452786837467,1
0.253392053340071,0.0195049992083636,1
-0.163377462435755,-0.427928873969255,1
-0.498794477880368,-0.561033721484194,1
-0.449569378616761,-0.117645002922304,1
-0.100885443144895,-0.686473134686196,1
-0.36163012623079,-0.438812095995153,1
-0.168772152357582,-0.329943318975478,1
-0.173512454574662,-0.0236828889755427,1
-0.263240766911698,-0.162787741340281,1
-0.496093118341227,-0.241136825684988,1
-0.313450680508161,-0.197765751543871,1
-0.00876334080586405,-0.129365002477744,1
-0.127812849781702,-0.158598031828775,1
-0.240831520979509,-0.0975985419484213,1
0.107913910617765,-0.194107910914923,1
0.18980549496375,-0.419600670915607,1
0.201251352276355,-0.585182835549595,1
-0.734897135585534,-0.889415048975915,1
0.0345806832430593,-0.350034108917505,1
-0.486218081240856,-0.453307847596546,1
-0.575581642009268,-0.354545708456659,1
-0.485472661358754,-0.084930373593977,1
-0.304636877478468,-0.291051418435112,1
-0.0924199527910315,-0.586050893949168,1
-0.522774727736105,-0.611485662036187,1
0.0891636934540865,-0.416340134222437,1
-0.447294844444856,-0.633217291387914,1
-0.175739648733982,-0.263516011410874,1
-0.140553507483469,-0.346309658986613,1
-0.41127518991572,-0.306181297373309,1
-0.349485446924475,-0.27837853706046,1
0.0728153567915255,-0.227123716455369,1
-0.412702544540101,-0.495076827100043,1
-0.506336517731687,-0.474818302300695,1
-0.502540174366677,-0.39236199866539,1
-0.187045033574559,0.0177622657027883,1
-0.328796716376392,-0.0975774284646268,1
-0.241126216447172,-0.1417593921457,1
0.0297151867152323,-0.291983433296545,1
0.193333925008847,-0.253733978482334,1
-0.0174180687781902,-0.434383314396534,1
-0.134621512531478,-0.123985937400994,1
0.14324343893811,0.0686277680973995,1
-0.119129720339453,-0.191355288652431,1
0.24989500927557,-0.180603232544034,1
-0.301152622367489,-0.545188046861531,1
-0.157332061219793,-0.124937229822665,1
-0.0876342959597242,-0.464457555092855,1
-0.331373993015769,-0.259979344393395,1
-0.031877101446623,-0.193006683450873,1
-0.179721669720622,-0.178525289818358,1
-0.356388707415295,-0.273540727509591,1
-0.220989124005461,0.0260386862829634,1
-0.698578328486068,-0.558008221788733,1
-0.287247532013827,-0.243854738634538,1
-0.800582867736447,-0.533209055209681,1
-0.0243425486670702,-0.470533179381067,1
-0.206006875612266,0.283473478331842,1
-0.59062340709949,-0.5672129768577,1
-0.14826422266245,-0.159753001624585,1
-0.321406783908842,-0.302638988345176,1
-0.267471008658223,-0.0484816714009256,1
-0.0967379592361145,0.11895000637493,1
-0.491465726177165,-0.180452078927789,1
-0.252509372876146,-0.288096378650033,1
-0.219185017025431,-0.143210083254145,1
-0.501768713055495,0.148079887513879,1
-0.0233208000410229,-0.529561916550424,1
-0.247467560560326,-0.00963722402316813,1
-0.492601628596545,-0.280273215919396,1
-0.258030504667125,-0.374584052312701,1
0.0499964018712897,-0.127726163064351,1
-0.388870291645776,-0.176300653412645,1
-0.723366210624713,0.0175091136445031,1
0.019566833302094,-0.351503911915973,1
-0.0426604715822506,-0.218727743500651,1
-0.257226109493442,-0.224689718409852,1
-0.337844892365492,-0.296638737433783,1
-0.427243268218168,-0.483332127373337,1
-0.27963546382088,-0.352644165831819,1
-0.304165133596588,-0.167547350687342,1
-0.497594551578587,-0.46185261443753,1
-0.268922241539079,-0.328565372259381,1
-0.18963116737639,-0.476559788542159,1
0.201912914259984,0.00403638550246943,1
-0.739942217004384,-0.517720883887173,1
-0.540578139781822,-0.297583637878038,1
-0.563607342205597,-0.139893316287105,1
-0.407908815762943,-0.505916392269815,1
-0.259518655100693,-0.00483815467845261,1
-0.108659626000433,-0.273891646636362,1
-0.492689134114729,-0.41776116869446,1
-0.0813193805806179,-0.638725476114391,1
-0.186806970600921,-1,1
-0.809963837018931,-0.430765800670188,1
-0.400197786935629,-0.506373893342328,1
-0.281367288885912,-0.0274658467838167,1
-0.570640367085052,0.0583519531310084,1
-0.767435112791896,-0.395740743070766,1
-0.41786000577844,-0.607370248314272,1
-0.688294866233941,-0.229237904114625,1
-0.437916408597367,-0.448433744713216,1
-0.438802466570557,-0.589954272278964,1
0.238954366482681,-0.463121327765586,1
-0.157615961156666,-0.290023735947677,1
-0.577103043687058,-0.0438643833073351,1
-0.698910853287371,-0.212765135182189,1
-0.172944572622966,-0.383390577951058,1
-0.955841481329852,-0.236487234826269,1
-0.163794908905948,-0.523752969996795,1
-0.237186886133802,-0.120660943506045,1
-0.147910625319688,-0.588505342515999,1
-0.253018683213435,-0.223409598088012,1
-0.672058447386125,-0.495967726573211,1
-0.150579739735111,-0.0314319159041736,1
-0.5191217332938,-0.0369058158104603,1
-0.704013897451619,-0.390210517166292,1
-0.233614166218119,-0.26344149193384,1
-0.417140247612678,-0.702726165943049,1
-0.451037233657025,-0.252589957815092,1
-0.746537667657853,-0.300567677815714,1
-0.474611590150655,-0.284843608995937,1
-0.499625900469609,-0.510625386655702,1
-0.18609718582982,-0.125208885993607,1
-0.11900040692274,-0.0342424461710537,1
-0.430553031890106,-0.336839726817319,1
-0.376484333543951,-0.155951789632135,1
-0.0823098144531657,-0.00367322744352105,1
-0.0847158207388827,-0.169293016317897,1
-0.405500819675706,-0.262973890093304,1
-0.574586351374287,-0.32902275019205,1
-0.155744840004337,-0.132407218428549,1
-0.305068234438884,-0.283388739742724,1
