x1,x2,y
-0.122948471257203,0.128447299425408,1
-0.0217730882213497,-0.110791507798644,1
0.19362990860249,-0.228201964598361,1
0.152266364973216,0.14377185253623,1
-0.0911180527420151,0.206934108010406,1
0.00160543653976113,-0.176352466317769,1
0.228334939321426,-0.155173394987358,1
-0.0207355683882955,0.34476783074852,1
0.00655007959669637,0.333399561716115,1
0.2915863480365,0.00850975793823432,1
0.296285153106446,-0.0350235060482204,1
-0.142584022986339,0.17847899805878,1
0.0188971229789478,0.111472698945291,1
0.0190102369186848,-0.334149627724262,1
-0.120377217205652,-0.298487636630909,1
-0.149886162319557,0.0232380399552241,1
0.0626770737812934,0.217857058698147,1
0.00858806302364778,0.215515486884625,1
0.258976951712521,0.179691910805451,1
-0.315145038156383,-0.17615333941457,1
0.262248332134726,-0.0242646211977858,1
0.0357896350982563,-0.0459399674863137,1
0.245376227928728,-0.18617500984748,1
-0.135782763513402,0.155355904746689,1
0.075092399639164,0.277455280464825,1
-0.0663615734105539,0.280590774051252,1
0.0930485626794486,-0.0465211487000843,1
-0.0383613647168166,0.0230345646449348,1
-0.156706635778781,0.251717290493703,1
0.215087523483578,-0.234224624341549,1
-0.0946310132970561,0.251471611784898,1
0.147625445658775,0.0569678925209198,1
0.199516268565641,-0.0328778291254834,1
-0.171194655428207,0.209070936402982,1
-0.364232540359632,-0.00528129219027079,1
0.0100832660275729,-0.203457559964208,1
0.0355183413391401,-0.297885028796983,1
0.0253052057149667,-0.289105721269544,1
0.0920228510258667,-0.220927426135286,1
0.359753180939367,-0.0996156912957426,1
-0.155321602740488,0.125330464057437,1
0.0915242406105268,-0.114690719290913,1
0.218147264936899,-0.0230625708632584,1
-0.0877559882510599,-0.22876118219423,1
-0.15279893729954,0.0952478815120531,1
0.0843810032855278,0.229613287053926,1
0.0862698532882773,0.103867163513442,1
0.0789820554394658,-0.111455559085626,1
0.335722698998983,0.171573825427894,1
0.0325959553395673,-0.182805014284718,1
0.00174744236822493,0.0991823203604509,1
-0.029269287694308,0.303424290630016,1
0.213810646342607,-0.112074501544551,1
-0.0677919333077742,0.14148927915812,1
0.173352481657943,-0.0570578114808104,1
0.125566610903038,0.274792519802613,1
-0.292000503614985,0.0725416354190596,1
-0.274153103129278,0.163282373061178,1
-0.210645246069006,-0.00492761750492711,1
-0.122464777388809,0.0680727401318045,1
0.170410913920834,0.121522014557066,1
-0.318673861329011,-0.120427476868464,1
-0.339913011411028,-0.0225322915565716,1
-0.00980925950133585,0.0428228709602157,1
0.10749327465689,0.134842519265148,1
0.103160832372441,-0.313149342267528,1
0.278564870196637,0.082417415597204,1
0.0703515106309828,0.334238791501281,1
-0.0741521049975208,-0.0193580627894257,1
-0.058936000594692,0.0220692517917945,1
-0.182641922998961,-0.2025093506378,1
-0.233680160777106,0.0382308247541828,1
0.047125512770959,0.135453531132272,1
-0.215482150192581,-0.164776574470653,1
0.247253565194951,-0.241986580114444,1
