acorr-1,cprom-1,cshad-1,ctend-1,contr-1,corr-1,difav-1,difent-1,difvr-1,homo1-1,homo2-1,imc1-1,imc2-1,idn-1,idmn-1,ergy-1,entr-1,mxprb-1,sumav-1,sumvr-1,sument-1,acorr-2,cprom-2,cshad-2,ctend-2,contr-2,corr-2,difav-2,difent-2,difvr-2,homo1-2,homo2-2,imc1-2,imc2-2,idn-2,idmn-2,ergy-2,entr-2,mxprb-2,sumav-2,sumvr-2,sument-2,acorr-4,cprom-4,cshad-4,ctend-4,contr-4,corr-4,difav-4,difent-4,difvr-4,homo1-4,homo2-4,imc1-4,imc2-4,idn-4,idmn-4,ergy-4,entr-4,mxprb-4,sumav-4,sumvr-4,sument-4,Class
171.502060553762,8433.64501788957,-376.797663810219,43.9737058441984,0.125594204637163,0.994343812829633,1.12547995688558,0.544185954551414,0.109657983802347,0.937279062849138,0.937271446332366,-0.8076891008381,0.997493489956255,0.992619199424219,0.999511316855445,0.106368215854523,3.90753388151109,0.200476716942584,25.3408752481078,43.9737058441984,3.7880446825854,171.753182529586,8290.85295095504,-371.836551344862,43.5362722029911,0.192186261385353,0.991369869903962,1.1894314896786,0.706323797706228,0.155785665416237,0.905738597540579,0.905559732331375,-0.748188134647775,0.996269035919257,0.988865953959862,0.999252450821312,0.0973530939039435,4.09450599488817,0.192446323923519,25.370612085346,43.5362722029911,3.91123563667743,172.254125452629,8009.69073321566,-361.875814387832,42.6766504286021,0.324607807490844,0.985536061985083,1.29612210536844,0.930640644045951,0.235321203343964,0.856393915190362,0.854779824681641,-0.668400067840149,0.99361516497644,0.982672901368634,0.998740137272379,0.0853619322543539,4.33909463168505,0.179335432937905,25.4295443989563,42.6766504286021,4.02381322511996,3
172.179342259966,10109.3162900725,-468.90726573438,40.6166872837671,0.129982170703755,0.993682568915792,1.12933332977958,0.556407441385978,0.113046693606704,0.935438438633725,0.935398219202625,-0.791165747696006,0.996314505143387,0.992394264931856,0.999494297357624,0.131225628315035,3.7515598578511,0.284210325811892,25.4603710837847,40.6166872837671,3.62822045585504,172.392263408464,9955.38438430995,-462.914116396846,40.139242191681,0.200974835496201,0.99028832347715,1.19349161698085,0.723119467201377,0.163039901947302,0.9044210233303,0.904002020639835,-0.727832717708186,0.994491916506744,0.988642261209079,0.999218837792661,0.120368927196078,3.93929156063071,0.275486884312007,25.4878425518149,40.139242191681,3.74848954795055,172.80978778383,9632.47653522478,-450.077321509944,39.18020312744,0.35413646740768,0.983108387904814,1.30104874752862,0.957096290961142,0.261887428428183,0.857023331536836,0.854649033976336,-0.643049791513759,0.99051477831311,0.982458728527674,0.998630259438381,0.105778362977984,4.18307768079469,0.261670844828128,25.54232638537,39.18020312744,3.86203975111252,3
201.032848685768,3797.9647005531,-191.584642406803,15.7134739946285,0.217929543787505,0.973095584521697,1.16337180827409,0.647905363352746,0.190631144555778,0.924304109416301,0.923359854027494,-0.685933450454463,0.978691845287738,0.990553579727534,0.999165382332196,0.239405338481701,3.02273583859627,0.434832248488244,28.0826590448358,15.7134739946285,2.8532254956137,201.191111381731,3602.46804334145,-183.570074144163,15.2559914343974,0.272065122451036,0.966931849367836,1.21448131413235,0.773627965554013,0.225013538154556,0.899317190091501,0.898127174157196,-0.62897531565055,0.972084659983834,0.987557374786426,0.998954782048119,0.226486099032461,3.13447545094543,0.424612231385987,28.1030263285592,15.2559914343974,2.92786266344747,201.501580786864,3224.69394096724,-168.04471176872,14.3935968016627,0.386408492694891,0.955993229258731,1.29620055572317,0.954087736334225,0.296192351249379,0.86334501261695,0.860506820287135,-0.559457007968613,0.961026954309008,0.982854601189222,0.998514055013431,0.211696470566821,3.25348857744479,0.412408644498017,28.1424500429712,14.3935968016627,2.98979234872305,3
149.381445202757,7365.49521571524,-358.633583672706,40.6385236039288,0.162967108484521,0.992159499469205,1.16146266071851,0.640542423508529,0.136536959061306,0.919513776243412,0.919419114417347,-0.768171014288031,0.996859133422739,0.990507089664469,0.999366033511786,0.0934783785762986,4.06172002229181,0.15764464562592,23.6019052528179,40.6385236039288,3.91046385698607,149.669828696237,7213.70494301286,-352.749055503234,40.0846848463299,0.257300222074926,0.987827243795399,1.24233066040744,0.825978208421033,0.197523693690311,0.881113007809004,0.880322640372068,-0.701183744438466,0.995072088872254,0.985793241923874,0.999000669483399,0.0822775699492951,4.27087744785368,0.149515655242499,23.6400249217359,40.0846848463299,4.03484988631758,150.232465832313,6917.27262587441,-340.789406615248,38.9967136678999,0.477027325121137,0.97811205339698,1.37902953279565,1.08914069418268,0.329655174545305,0.824028922259918,0.819984448379557,-0.612219336083588,0.990988911531409,0.978011456648573,0.99816013007651,0.0687433896459671,4.53894448911459,0.136865273138017,23.7150946077348,38.9967136678999,4.13407003642457,3
169.584837906228,9824.89103766197,-459.657220201094,42.2088167629954,0.167462564847721,0.992232800427719,1.16641300193157,0.650985068516542,0.139384777384777,0.916965143681347,0.916898455325829,-0.758101488911285,0.995847245381321,0.990214416280474,0.999348495740211,0.107437860440963,3.9215754001726,0.226151229407748,25.2249409148999,42.2088167629954,3.76840647439915,169.951026771003,9636.43963371086,-452.305923777362,41.5906625830094,0.259330938257656,0.988155450052527,1.24634633265071,0.830362839576712,0.197450393610141,0.878862620415813,0.878120932629107,-0.694518619881176,0.993724874713461,0.985550923800893,0.99899238374889,0.0967495900295243,4.10881888747734,0.218176093966999,25.2679910934962,41.5906625830094,3.87593461306066,170.665405804127,9239.85501285581,-436.52578952858,40.3460315088998,0.482202641721727,0.978550830502347,1.38372564157809,1.09720942370099,0.330070580846568,0.822165820520011,0.817764916678676,-0.607023045418219,0.98879602123659,0.977738850769977,0.998138718521873,0.0836438380132931,4.35573406159838,0.20638742758307,25.3533479364167,40.3460315088998,3.96003469654191,3
184.187294613214,10668.4012040582,-501.794878905075,35.9921883863351,0.204002811972959,0.98871364749785,1.12002330000736,0.51548783170179,0.189249915624849,0.945363231057139,0.945047889103535,-0.794093611736528,0.994148942423418,0.99315336949662,0.999270590011377,0.173615633635076,3.38230009975052,0.283035011035758,26.4756633076637,35.9921883863351,3.26572233837213,184.349919697366,10477.4765760965,-493.640653468228,35.4565586539766,0.367533111304049,0.979391428585821,1.18384961450722,0.675882056876985,0.332877871236502,0.916319677678854,0.915979777986297,-0.72456411317911,0.991221238445605,0.989587654414466,0.998823957408831,0.15804870191305,3.5679671114686,0.267590149859018,26.5011316858966,35.4565586539767,3.39274606205373,184.662491610714,10231.6352929579,-483.596169381194,34.7316726524692,0.480606406420515,0.9726690352162,1.28134509281135,0.890601018765381,0.399540603136524,0.869918446503508,0.868699800443642,-0.632746863557482,0.985013562006303,0.983901660445466,0.998387363398727,0.136806226752584,3.80871521321784,0.243681732786933,26.5404835858696,34.7316726524692,3.51988562413136,3
159.589236345724,10188.8908460872,-482.39851532616,40.9568699460785,0.126562192154836,0.993874124542007,1.12654784412912,0.546299275658104,0.110286091421101,0.936728469273056,0.936727512738009,-0.793849304799272,0.99666943258601,0.992556056057848,0.999507541396706,0.118257316553068,3.80842516822781,0.212738292499232,24.4443570069248,40.9568699460785,3.68713571062432,159.712516934798,10089.6245911262,-478.582353654357,40.603983130274,0.198739341728597,0.990400850373735,1.19743659349531,0.718074589914738,0.158964387281991,0.901498602918378,0.901411978075675,-0.723397634689247,0.994750641061006,0.988390339153782,0.999226812613331,0.10390752525478,4.02453131564152,0.19715661540866,24.4631280485367,40.603983130274,3.83494593365093,159.957503241044,9893.10371882339,-470.81509521752,39.9191087469447,0.335164884756675,0.983914732025573,1.31515691524247,0.942977540909655,0.233737751998345,0.845661944912391,0.844421699074085,-0.630653369801637,0.990420052424065,0.981526351541807,0.998697851691639,0.0854329399331168,4.30396573495299,0.173146174916091,24.4999046778888,39.9191087469447,3.97321254948779,3
133.533583230954,9675.96553236003,-340.390745853715,55.5505766333874,0.134906567576244,0.995173701577613,1.13478843735064,0.5693169389156,0.116504119815673,0.932621608517899,0.932617113319878,-0.815953282403923,0.998805290442235,0.992071636389044,0.999475092709949,0.0662064665892457,4.38134938085329,0.111367157736957,21.8796385011966,55.5505766333874,4.25042967379156,133.717164188166,9601.95983962573,-338.739201325775,55.2686224852411,0.203668683738924,0.99273415349101,1.20188484153296,0.72911946039669,0.162304866932106,0.899348958373809,0.89923531956905,-0.759485833400696,0.998175123978405,0.988130223341781,0.999207690497371,0.0578756129021411,4.58659878967939,0.101860905557032,21.9044144972746,55.2686224852411,4.38902445395126,134.088620319229,9458.76336499914,-335.499863168977,54.7222278840618,0.332147513915871,0.988242737763402,1.31180324136036,0.940650070858902,0.233272482001617,0.847393448335145,0.846131346582056,-0.683626509102279,0.996765592864974,0.981724716197046,0.998709629547953,0.0475746544536165,4.85947733160295,0.0883611957753285,21.953657729339,54.7222278840618,4.52184549554946,3
127.238423228106,9824.6734680117,-371.868645412565,54.5562279779962,0.140910856155031,0.994871009105633,1.14083490437393,0.585368812411617,0.12083019590873,0.929595206443218,0.929590142991145,-0.806534018951335,0.998582309721771,0.991715842068792,0.999451715550889,0.0712551814029762,4.34146539005355,0.129085419854977,21.3199038665166,54.5562279779962,4.20551956706303,127.372742103532,9748.66153292623,-369.952813921822,54.2647820225371,0.212227708290151,0.992303946876661,1.21084381121234,0.74557430488555,0.167138707410728,0.894806782488679,0.894716484101609,-0.748268300006678,0.997823508729376,0.987601937312663,0.999174339584151,0.061676006522152,4.55023802518866,0.117345464589568,21.340996112145,54.2647820225371,4.34785324926994,127.642425071581,9595.47079365867,-365.817387746079,53.6931267066281,0.345692191323183,0.987595711185667,1.32748050266172,0.955612787045958,0.236669512783816,0.839229070326035,0.838080599335218,-0.670357708530917,0.996128114779689,0.980795682666886,0.99865666784068,0.0499424613786518,4.82699572129139,0.100477219201082,21.3827282520873,53.6931267066281,4.483764511376,3
200.836091457518,3223.59638462799,-179.764619613777,14.3787145535197,0.350992008257743,0.951802091490224,1.12644155003329,0.503659046955801,0.334184387978542,0.948866199707443,0.948319084915469,-0.744909710292163,0.971772353438406,0.993096099788737,0.998866538702926,0.346949607758467,2.43298578695257,0.544548592871172,28.0947632172409,14.3787145535197,2.33311295972767,201.057726809573,2936.22901376935,-166.044076065835,13.6479584154487,0.611109881931022,0.911454749089961,1.17630594743669,0.624568899180788,0.578074356390646,0.928972819471169,0.92837429326826,-0.693937965890646,0.964697449900599,0.99052722730063,0.998328889233395,0.336513984814784,2.51353743372086,0.538346941703962,28.1281321402945,13.6479584154487,2.38849950823631,201.451136576747,2635.2027451297,-151.86996600914,12.8289484730155,0.722345625883465,0.88993468567862,1.25064384420021,0.83048626218093,0.655201406852413,0.897326560926026,0.894675235779336,-0.614225182007933,0.951345063123039,0.986269952849747,0.997905324933675,0.319419019442361,2.63305619322949,0.527519375626696,28.1725616319963,12.8289484730155,2.45916653974842,3
