x1,x2,y
0.174784681677738,0.469547032138046,1
-0.229158451418644,0.921025638936342,1
-0.38232096592246,0.675341297196842,1
-0.032677837451288,0.227322936397136,1
-0.00374877690472719,0.827989303837596,1
-0.149363159011338,0.818763485132752,1
0.194859464831534,0.652259971857118,1
0.231623154617582,0.156563917894289,1
-0.406641331692665,0.328572043577475,1
-0.0891064996026184,-0.207359350349285,1
0.103636208161422,0.116057213366681,1
-0.393685155108326,0.100146509758567,1
-0.395737171098018,0.500082120967766,1
0.243044212739593,0.0805387493035599,1
-0.421975979092997,0.636136402135375,1
-0.327359461101723,0.342845951524582,1
0.0359774349596795,0.733193696543482,1
-0.302267984363283,0.448363505222252,1
-0.0922964075466122,0.518887206064605,1
0.051630612084443,0.311227703236611,1
0.0658675877245209,0.656998024130681,1
0.0246625439074084,-0.14998980082468,1
0.220214206294236,-0.086227633908578,1
0.146473395923884,0.390480218892573,1
0.0912922916358234,0.398377709359934,1
-0.382058918405686,0.680364513288547,1
-0.286533720895616,0.616443885577248,1
-0.387091123390026,0.0557311324901753,1
0.16140006773287,0.558125332592456,1
-0.38471922607517,0.657288340428376,1
-0.0345655794566534,-0.116702376153772,1
-0.244637039611368,0.645808581452983,1
-0.110095534108025,0.633503764840288,1
0.206471870327158,-0.0200028176568134,1
-0.39793458323407,0.653827641976578,1
0.357873410277273,0.313842454545632,1
-0.116348388540963,0.270740004606244,1
0.176814681711577,0.597450725952757,1
0.275769478449138,0.243394073085439,1
0.0828457634259976,0.923792805508201,1
0.067927539809514,0.9092569028512,1
-0.43211475860504,0.478902056771526,1
-0.00601703085848293,-0.213860542951628,1
-0.333578395465135,-0.0428470978035798,1
0.432280832571926,0.578249677043136,1
0.326510650193165,0.144393396603043,1
-0.204495133019872,-0.0447725270875626,1
0.349235386210244,0.333954747400498,1
0.29965567618803,0.729842225300483,1
-0.435730559154423,0.496623992143932,1
-0.244338810070051,0.189435610921141,1
-0.122507767724568,0.407403404324901,1
-0.359873096886692,0.183035776751414,1
0.0144550868309794,0.881739376006359,1
0.129594089053283,0.746653603704595,1
-0.300407710634778,0.47350375072941,1
-0.291635343802734,-0.0440513736643308,1
-0.138378209602858,0.138072607447711,1
-0.187511889123821,0.610858500476749,1
0.385388030245968,0.357115869261231,1
0.162038331976055,-0.112017125553649,1
-0.22584806010642,0.54726270784787,1
0.367336802456272,0.561206876360723,1
0.0232498177924567,-0.0416534856124072,1
-0.10189659636269,0.264148815714555,1
0.118564376821943,0.200988426670817,1
0.229753479282094,0.272833407943988,1
-0.249737949140975,0.256509062824425,1
-0.255834513325266,0.299264674919717,1
0.085996911457848,0.306706936145666,1
0.242322252533508,0.483453266145837,1
-0.189706989815235,0.667908837279694,1
0.308218759373824,0.107943082714941,1
0.148166115254564,-0.0570011765314807,1
0.294823243745683,0.247609871196955,1
-0.270862479341697,-0.0251980862095471,1
-0.0961428930962799,0.310148337265778,1
0.416896290321248,0.168714304894584,1
-0.248650138666224,0.437230982777241,1
-0.0785560607311058,0.21337819810945,1
0.00879617321248083,-0.218631876361265,1
-0.115245949344213,0.949290958716297,1
-0.178322306775184,0.0820523663899984,1
0.108204191728006,0.726935638515801,1
-0.19525672665636,0.0466151466295253,1
-0.325812907351487,0.464200475799429,1
-0.249018189779918,0.590941219171942,1
0.439118121807317,0.495765038331147,1
0.144126867057873,0.196166293127898,1
-0.403553620150512,0.661066020838468,1
0.185444924534836,0.826461228158411,1
0.428974097334682,0.582884149755931,1
-0.322384352634388,0.691017888950116,1
-0.270073904463469,0.0719263802409489,1
0.313937165310241,0.342067180705929,1
0.421435831489192,0.28353985985266,1
0.233499676951861,0.0842207251370899,1
0.0529219955447553,0.206077711278252,1
-0.181592590802468,0.165159839832997,1
0.198441723593072,0.145930194179192,1
0.207701188779305,0.236990607411768,1
-0.279798033208194,0.679797153305927,1
-0.204753854726693,0.0595062980579897,1
-0.242025544471415,0.293864303586216,1
-0.277304898251751,0.886071680947786,1
0.0484932113968599,0.25117666396855,1
0.134772991668651,0.206296505984757,1
-0.250285155727881,0.448197032568836,1
-0.316720075452538,-0.0509483776954736,1
0.224140253921709,0.427658245370812,1
-0.0307485012159742,0.370391618783917,1
0.00489952916024272,0.738569390369716,1
-0.248944897033039,0.14042075781614,1
-0.175170802464035,-0.178409973123071,1
0.308362069439407,-0.0621957084366934,1
0.243544186941839,0.799854685109317,1
0.15738671781108,0.648406371993164,1
0.313536191856392,0.535508468379007,1
0.13415688374199,0.526606156478174,1
0.379353063446708,0.0767234633071276,1
0.358409148960928,0.749045975798095,1
0.296265540542943,0.233503406450423,1
0.279155722418883,0.412595853173917,1
-0.225715417052034,0.662996746981732,1
0.177876885161334,0.682749292512401,1
-0.0279430555707481,0.901545917566218,1
-0.215541912928212,0.154662765849379,1
-0.353963851242708,0.788681779924018,1
-0.275768609499368,0.866861640597156,1
0.27082527111987,0.888425661096221,1
-0.0214357142021808,0.43688795099473,1
0.153273838156991,0.144928152384013,1
-0.271126195127004,0.892945080683603,1
-0.173211565141457,0.742821134223286,1
-0.0955770613347912,0.376666797128927,1
-0.188749020453507,-0.0553533567690777,1
-0.387450615283199,0.207534524215426,1
0.0899047361233256,0.410912696113237,1
-0.145186969137378,0.463091937869401,1
-0.056532585917915,0.517557450653616,1
-0.0599735850324797,0.414271713347404,1
-0.206040504511056,0.593719249107327,1
0.424645095400437,0.164658796034483,1
-0.075583101226654,0.263289844183524,1
-0.364192109319091,0.65870211986937,1
-0.197655560709932,0.856147838457925,1
-0.39529862745419,0.262329341160652,1
0.048142336801102,0.125325570372387,1
-0.174654306335431,0.762132520522925,1
-0.339764989156588,0.279559051966608,1
0.403705904240331,0.401471154893915,1
