x1,x2,y
-0.469746909720499,-0.0295538530750058,1
-0.535906491006908,-0.844400016397587,1
-0.938544189580607,-0.918955700468413,1
-0.39428541565592,-0.282827399005123,1
-0.42568804346762,-0.147817443688637,1
-0.754628496990426,-0.422140965606497,1
-0.666570044280749,-0.186908349939566,1
-0.0728331762088252,-0.24994540907038,1
-0.793440975434861,-0.75843742270845,1
-0.640809352413485,-0.588413458349576,1
-0.139325393971757,-0.537763766159371,1
-0.402157475172608,-0.604464521135828,1
-0.261301466978241,-0.407251824553772,1
-0.0826759971821633,-0.094473012233048,1
-0.893421782132048,-0.39226546962105,1
-0.407076949901163,-0.61719235639429,1
-0.0889704346575709,-0.681741080305441,1
-0.195085598972227,-0.12238569117047,1
-0.264634807058869,-0.593111372788481,1
-0.482816461280593,-0.942703175114898,1
-0.202891448616107,-0.0476150394537131,1
-0.243995969467824,-0.596640780982766,1
-0.754031652471647,-0.695288291588725,1
-0.260470773619119,-0.302045804008374,1
-0.114789122054877,-0.827562627188928,1
-0.757321436044567,-0.0237086822073939,1
-0.578313616081739,-0.745190503805121,1
-0.021616077278066,-0.341899247888121,1
-0.0418551376303756,-0.858835424197448,1
-0.434462667056565,-0.168724235856285,1
-0.599858486146812,-0.495744190819632,1
-0.808104390322181,-0.256876085905638,1
-0.206259537795592,-0.0545981650754212,1
-0.365472781151987,-0.103199883812677,1
-0.528595991334723,-0.110886251896071,1
-0.647125979645811,-0.0467005766296919,1
-0.165749398987438,-0.589599866130333,1
-0.00788750899230185,-0.677330592952033,1
-0.637021239877394,-0.299731909640367,1
-0.898523730025152,-0.892385566167833,1
-0.505328801131645,-0.936006856306574,1
-0.466772935901424,-0.818369204749148,1
-0.663161902673045,-0.718181083890473,1
-0.178842677618903,-0.280513189436673,1
-0.480718118005667,-0.404842526871292,1
-0.669108315764017,-0.226930508966057,1
-0.416692681990753,-0.113538924389094,1
-0.739982209747561,-0.691498278467373,1
-0.848101657055212,-0.876819368529772,1
-0.565467229545349,-0.804427275248104,1
-0.52361236748206,-0.532953929505926,1
-0.605439869716718,-0.221835481916797,1
-0.598438110337871,-0.206233867643191,1
-0.159439442969853,-0.735566715469344,1
-0.857857761715867,-0.155240844835799,1
-0.871644190932319,-0.381825791720076,1
-0.202713841272414,-0.417908242014321,1
-0.670895438894616,-0.15791179295137,1
-0.689743509210605,-0.798033392393123,1
-0.396684364125327,-0.0564282358040741,1
-0.942421898632519,-0.172295847948914,1
-0.0532576049720547,-0.540591342827365,1
-0.440143201483071,-0.904208222468846,1
-0.888934169511986,-0.469396524999002,1
-0.514252520136743,-0.661016555085035,1
-0.275825786731273,-0.822274617891063,1
-0.910472408769249,-0.739223104901718,1
-0.381170993759001,-0.142805893006061,1
-0.576139918822523,-0.697391247583303,1
-0.843743719914213,-0.170551790629083,1
-0.191337882159227,-0.261831058333505,1
-0.899930789166189,-0.375107919594084,1
-0.23835728057712,-0.69759749310607,1
-0.43933983521287,-0.945423952899313,1
-0.271931318497689,-0.524971826249743,1
-0.649189192519923,-0.598176113261475,1
-0.345742661854481,-0.788100284219836,1
-0.0240630458648889,-0.761069800685314,1
-0.0888553130730207,-0.86411313550273,1
-0.596980014616351,-0.810594678029471,1
-0.692566572589644,-0.856090535409497,1
-0.347205626902604,-0.690186948062768,1
-0.271152881838389,-0.171622692179261,1
-0.757603757760809,-0.0171001471565954,1
-0.431159139934763,-0.508674916617495,1
-0.562474121544271,-0.480643664790656,1
-0.473363725442132,-0.0571069102860761,1
-0.128326339159729,-0.880633279151825,1
-0.779771611206059,-0.688146267368649,1
-0.771590524108821,-0.561522984707346,1
-0.00454718528615899,-0.785616065258309,1
-0.0669935590334225,-0.000164566284412354,1
-0.157608431075738,-0.52840679859401,1
-0.0538317994223368,-0.788378802085154,1
-0.719183748715173,-0.0845933843817565,1
-0.0313043405714627,-0.618205777307825,1
-0.699394640310444,-0.197067721359836,1
-0.168984728728974,-0.151607806973186,1
-0.0302277023368249,-0.445924206463548,1
-0.72700843758399,-0.737912990453441,1
