x1,x2,y
-0.00128604091127097,-0.00153692774809296,1
-0.00372248780964022,-0.00148569075529299,1
-0.00403076723102541,-0.00446064442476406,1
-0.0058193121728724,-0.00551292806843981,1
-0.00859123098353107,-0.00515673863945373,1
-0.0117111082588386,-0.00272537629866222,1
-0.00933096998266275,-0.0104747008296354,1
-0.00415623975504238,-0.0154839514114174,1
-0.0168410364700686,-0.00645595763677254,1
-0.0176625943168094,-0.00946771222798256,1
-0.0152720527646886,-0.015896736390825,1
-0.00303037765650751,-0.0238563983395887,1
-0.0236770701160063,-0.0108677727436643,1
-0.0263763356484322,-0.00956213108632782,1
-0.030875928716552,-0.00864785214608309,1
-0.0299057610896409,-0.0163181911599915,1
-0.0325331556788469,-0.0155818283635728,1
-0.0328033312918016,-0.0193322225955555,1
-0.0280581907551898,-0.028620922117809,1
-0.0418115136990157,-0.00478273423749258,1
-0.0338241837818107,-0.0282788239784038,1
-0.0424117156503555,-0.0180481532427858,1
-0.0291603658422833,-0.0382480951925316,1
-0.0484606584347411,-0.0127119889974716,1
-0.0445309265893681,-0.0270526359498876,1
-0.0436548828250478,-0.0319679572553078,1
-0.05600359770411,-0.00348981042460556,1
-0.0504378292747864,-0.0288707785479587,1
-0.0537842616672671,-0.0268644097719573,1
-0.0591572108101486,-0.0189696246794684,1
-0.0632236147787736,-0.0193971891274629,1
-0.028739562588171,-0.0617785495020675,1
-0.0614079133200684,-0.0338928774061441,1
-0.0613748338548973,-0.0379200229903341,1
-0.0594891754947033,-0.0442606810457265,1
-0.0591136645694344,-0.0480077926848088,1
-0.0780808320713044,-0.00343407428991454,1
-0.0718228889684475,-0.0355970451798922,1
-0.05747592198141,-0.0587153752955228,1
-0.0523487131690779,-0.0684491433022117,1
-0.0866797305326554,0.0161769431975033,1
-0.0868716017836903,-0.0242037654794765,1
-0.0892307376909786,-0.0231480731520039,1
-0.0843778146460205,-0.0418549245731298,1
-0.0953436057257463,-0.0127503621464056,1
-0.0896319562540321,-0.0401079041358864,1
-0.0954179088367767,-0.0366219040326811,1
-0.100339624871033,0.0281310117080712,1
-0.102537408640579,0.0345958981883453,1
-0.109839693335578,-0.0091535433639986,1
-0.112204931371118,-0.00209291815812457,1
-0.114224196398341,-0.000986572890088628,1
-0.116097003110482,0.00560997080524981,1
-0.101634316459578,0.0604179547194295,1
-0.118998493511444,-0.0172375115362253,1
-0.110086766392744,0.0531471443322303,1
-0.0968099905110949,-0.0778814146154701,1
-0.108364552736394,-0.0647828583156572,1
-0.127855652756749,-0.0249145620130241,1
-0.0914662436500208,-0.0955396876670648,1
-0.133937907400952,0.00941684708838149,1
-0.132013910131019,-0.0338013916470102,1
-0.137890414971709,-0.0103265966254604,1
-0.130590090997632,-0.0512334262176751,1
-0.130618384642285,-0.0564246064080643,1
-0.135163885233821,-0.0504967090582467,1
-0.143930026865126,0.0261852600221118,1
-0.14138353209806,0.0447501553311436,1
-0.149713450163458,0.0132722854835918,1
-0.150028077215182,0.02623490111085,1
-0.142152531162226,0.0650099584438877,1
-0.156603869698486,0.0232246499286725,1
-0.160320633210095,-5.0875998498731e-05,1
-0.159931432372275,0.0277710048299493,1
-0.161021598281171,0.0328017149217254,1
